0, 0
1, 0
2, 0.002
3, 0.009
4, 0.02
5, 0.039
6, 0.057
7, 0.076
8, 0.121
9, 0.125
10, 0.128
11, 0.125
12, 0.098
13, 0.07
14, 0.048
15, 0.04
16, 0.019
17, 0.013
18, 0.005
19, 0.002
20, 0.002
21, 0.001
