19,1e-05
20,8e-05
21,9e-05
22,0.00023
23,0.00043
24,0.00107
25,0.00247
26,0.00419
27,0.00724
28,0.01254
29,0.02018
30,0.02933
31,0.0423
32,0.05692
33,0.07226
34,0.08685
35,0.0987
36,0.10399
37,0.10313
38,0.09587
39,0.08233
40,0.06613
41,0.04859
42,0.03131
43,0.01857
44,0.00958
45,0.00381
46,0.00137
47,0.00033
48,0.0001
