0.742621, 48
1.51949, 108
2.38598, 112
3.19308, 83
4.11372, 54
4.93191, 48
5.83089, 22
6.72836, 11
7.5644, 6
8.29382, 5
9.2907, 1
0, 0
10.8263, 1
0, 0
0, 0
0, 0
0, 0
15.8029, 1
